-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260
-4.677624,1.933328,-13.191260,-4.270319,0.426311,-1.142495,-4.677624,1.933328,-13.191260,-5.091129,0.699636,-0.990393,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.519586,-4.605260,-0.159109
-4.677624,1.933328,-13.191260,-4.270319,0.426311,-1.142495,-4.677624,1.933328,-13.191260,-5.083667,0.694618,-1.050440,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.522148,-4.602347,-0.139517
-4.677624,1.933328,-13.191260,-4.270319,0.426311,-1.142495,-4.677624,1.933328,-13.191260,-5.088499,0.714081,-1.049501,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.523357,-4.608154,-0.156398
-4.677624,1.933328,-13.191260,-4.332645,0.362671,-1.140287,-4.677624,1.933328,-13.191260,-5.090879,0.701673,-0.984302,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.505920,-4.597260,-0.147607
-4.677624,1.933328,-13.191260,-4.332645,0.362671,-1.140287,-4.677624,1.933328,-13.191260,-5.090879,0.701673,-0.984302,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.505122,-4.603784,-0.138960
-4.677624,1.933328,-13.191260,-4.406617,0.321594,-1.158014,-4.290060,-2.790466,1.141011,-5.121130,0.743490,-1.049070,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-2.533207,-4.575937,-0.155713
-3.962387,0.315465,-0.532714,-2.442600,-2.274709,-0.184601,-4.246472,-2.786823,1.142519,-5.077890,0.719430,-1.061710,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-1.855377,-1.991023,0.623298,-4.677624,1.933328,-13.191260,-2.546459,-4.571565,-0.158955
-4.052528,0.255263,-0.593502,-2.338286,-2.263583,-0.129606,-4.253764,-2.793556,1.141250,-5.088950,0.714359,-1.055966,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-1.915585,-1.982517,0.585355,-4.677624,1.933328,-13.191260,-2.546459,-4.571565,-0.158955
-0.730017,-1.536280,0.730715,-2.210632,-2.231603,-0.144121,-4.268357,-2.807030,1.138713,-5.087050,0.651573,-1.043060,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-1.915528,-1.939892,0.689075,-4.677624,1.933328,-13.191260,-2.553632,-4.596100,-0.153095
-4.276341,0.102375,-0.564131,-2.418002,-2.291094,-0.086870,-4.256204,-2.790381,1.136066,-4.960639,0.789984,-1.020172,-4.677624,1.933328,-13.191260,-4.677624,1.933328,-13.191260,-1.905901,-1.954355,0.707648,-4.677624,1.933328,-13.191260,-2.578646,-4.612670,-0.156473
